id,单价,总价,区,小区,户型,面积,朝向,装修,是否有电梯,关注人数,带看人数,发布时间,地区,楼,建楼年份,楼层
4667,57300,670,福田,景园大厦  , 3室1厅 ,116.93, 西南 , 简装,0,24,32, 5个月以前发布,  蛇口,32,1996,中
4668,66437,500,福田,康佳苑  , 2室1厅 ,75.26, 南 , 其他,0,34,32, 9个月以前发布,  华侨城,16,2000,中
4669,10009,1800,福田,阳光带海滨城一期  , 4室2厅 ,179.83, 东南 , 精装,0,18,32, 一年前发布,  科技园,30,2003,低
4670,61321,325,福田,中爱花园  , 1室1厅 ,53, 西 , 其他 ,1,31,32, 一年前发布,  西丽,15,2003,低
4671,75517,380,福田,深蓝季节  , 2室2厅 ,50.32, 东南 , 其他,0,100,32, 2个月以前发布,  后海,32,2007,高
4672,10189,900,福田,铭筑  , 4室1厅 ,88.33, 南 北 , 其他 ,1,13,32, 1个月以前发布,  前海,34,2011,低
4673,65427,700,福田,俊峰丽舍  , 3室2厅 ,106.99, 北 , 其他 ,1,15,32, 3个月以前发布,  西丽,18,2004,中
4674,87590,950,福田,海月花园一期  , 3室1厅 ,108.46, 南 北 , 精装 ,0,44,32, 3个月以前发布,  蛇口,7,1999,低
4675,87956,850,福田,科苑学里  , 3室2厅 ,96.64, 西北 , 其他 ,1,24,31, 5个月以前发布,  科技园,11,2004,高
4676,63009,550,福田,星海名城五期  , 2室1厅 ,87.29, 北 , 精装 ,1,37,31, 一年前发布,  前海,32,2006,中
4677,66870,705,福田,阳光棕榈园三期  , 3室2厅 ,105.43, 北 , 其他 ,1,53,31, 6个月以前发布,  前海,11,2006,中
4678,13320,2180,福田,半岛城邦花园一期  , 4室2厅 ,163.66, 东南 , 精装 ,1,45,31, 11个月以前发布,  蛇口,25,2006,中
4679,72175,560,福田,海韵嘉园  , 2室2厅 ,77.59, 东北 , 其他 ,1,19,31, 6个月以前发布,  蛇口,26,2005,中
4680,84993,1050,福田,世纪村一期  , 3室2厅 ,123.54, 东 , 精装 ,1,8,31, 3个月以前发布,  红树湾,15,2001,中
4681,71402,745,福田,椰风海岸  , 3室1厅 ,104.34, 南 , 其他,0,15,31, 1个月以前发布,  前海,16,2003,高
4682,80526,380,福田,诺德假日花园  , 2室1厅 ,47.19, 西南 , 简装 ,1,87,31, 2个月以前发布,  前海,30,2009,低
4683,75350,700,福田,海印长城  , 2室2厅 ,92.9, 南 北 , 精装 ,1,114,31, 一年前发布,  南山中心,17,2002,低
4684,11935,3000,福田,浪琴半岛  , 4室2厅 ,251.36, 南 , 精装,0,16,31, 一年前发布,  科技园,27,2009,低
4685,58046,430,福田,鼎胜山邻居  , 3室1厅 ,74.08, 南 , 精装 ,1,182,31, 一年前发布,  西丽,15,2010,低
4686,14606,1300,福田,鸿威海怡湾  , 3室1厅 ,89, 东北 , 其他 ,1,10,31, 3个月以前发布,  深圳湾,18,2011,高
4687,14103,1250,福田,汉森吉祥龙  , 3室2厅 ,88.63, 西北 , 其他 ,1,14,31, 3个月以前发布,  深圳湾,34,板塔结合,低
4688,49346,460,福田,桃源村二期  , 3室2厅 ,93.22, 东北 , 其他 ,1,17,31, 4个月以前发布,  西丽,20,1999,低
4689,64736,485,福田,朗景园  , 2室1厅 ,74.92, 东南 , 其他 ,1,37,31, 1个月以前发布,  科技园,14,2001,高
4690,67502,480,福田,星海名城一期四组团  , 2室1厅 ,71.11, 南 , 其他 ,1,33,30, 6个月以前发布,  前海,9,2001,低
4691,49430,290,福田,兰丽花园  , 2室1厅 ,58.67, 南 , 其他 ,0,253,30, 一年前发布,  南头,7,1997,高
4692,66020,680,福田,中海深圳湾畔花园  , 3室2厅 ,103, 西南 , 简装 ,1,19,30, 4个月以前发布,  白石洲,32,2003,高
4693,69634,435,福田,阳光花地苑  , 2室1厅 ,62.47, 西北 , 简装 ,1,34,30, 6个月以前发布,  前海,27,2010,中
4694,66020,680,福田,中海深圳湾畔花园  , 3室2厅 ,103, 西南 , 简装 ,1,19,30, 4个月以前发布,  白石洲,32,2003,高
4695,60000,498,福田,世纪假日广场  , 2室2厅 ,83, 西南 , 其他 ,1,112,30, 8个月以前发布,  华侨城,34,2009,低
4696,41552,525,福田,深南花园  , 1室0厅 ,126.35, 东 , 其他 ,1,23,30, 4个月以前发布,  科技园,34,1995,高
4697,95172,820,福田,诺德假日花园  , 4室2厅 ,86.16, 东 西 , 其他 ,1,28,30, 1个月以前发布,  前海,33,2009,低
4698,85994,668,福田,花园城五期  , 2室2厅 ,77.68, 西南 , 其他 ,1,54,30, 7个月以前发布,  蛇口,32,2010,高
4699,56498,560,福田,珠光花半里  , 3室1厅 ,99.12, 北 , 其他 ,1,69,30, 9个月以前发布,  西丽,11,2007,高
4700,10096,1400,福田,阳光带海滨城一期  , 3室2厅 ,138.67, 南 北 , 其他 ,1,13,30, 8个月以前发布,  科技园,29,2002,中
4701,90653,1350,福田,京基御景东方  , 4室2厅 ,148.92, 西 , 其他,0,5,30, 8个月以前发布,  红树湾,18,2007,中
4702,83553,888,福田,海印长城  , 3室2厅 ,106.28, 北 , 其他 ,1,12,30, 5个月以前发布,  南山中心,15,2003,高
4703,76602,880,福田,鼎太风华一期  , 3室2厅 ,114.88, 西 , 精装 ,1,42,30, 2个月以前发布,  前海,11,2002,中
4704,69622,300,福田,英达钰龙园  , 2室1厅 ,43.09, 东 , 简装,0,42,30, 1个月以前发布,  南头,30,2004,高
4705,64103,490,福田,中爱花园  , 2室2厅 ,76.44, 南 , 精装 ,1,36,30, 7个月以前发布,  西丽,15,2003,中
4706,57813,390,福田,欧陆经典  , 2室2厅 ,67.46, 南 北 , 其他 ,0,45,30, 9个月以前发布,  西丽,6,2005,中
4707,46939,450,福田,海晖大厦  , 3室2厅 ,95.87, 东 , 其他 ,1,30,29, 11个月以前发布,  后海,28,1993,高
4708,55197,290,福田,中爱花园  , 1室1厅 ,52.54, 北 , 其他 ,1,76,29, 7个月以前发布,  西丽,15,2004,中
4709,49789,460,福田,桃源村二期  , 3室1厅 ,92.39, 北 , 其他 ,1,26,29, 1个月以前发布,  西丽,20,2003,中
4710,64361,480,福田,皇庭香格里花园  , 2室2厅 ,74.58, 南 , 精装 ,1,39,29, 4个月以前发布,  西丽,18,2006,中
4711,72034,638,福田,泰福苑  , 3室2厅 ,88.57, 东南 , 精装,0,59,29, 一年前发布,  蛇口,31,2012,高
4712,71893,310,福田,米兰公寓  , 1室1厅 ,43.12, 西北 , 简装 ,1,12,29, 一年前发布,  蛇口,18,2004,高
4713,47664,410,福田,愉康大厦  , 2室2厅 ,86.02, 西南 , 其他 ,1,8,29, 一年前发布,  南头,31,1997,中
4714,58395,568,福田,珠光花半里  , 3室2厅 ,97.27, 北 , 简装 ,1,48,29, 3个月以前发布,  西丽,11,2007,中
4715,94041,830,福田,铭筑  , 4室2厅 ,88.26, 东南 , 其他 ,1,22,29, 2个月以前发布,  前海,34,2011,低
4716,74091,489,福田,西海明珠花园  , 2室1厅 ,66, 西北 , 精装 ,1,30,29, 2个月以前发布,  南头,29,2004,高
4717,60777,399,福田,汇景豪苑  , 2室1厅 ,65.65, 西北 , 其他 ,1,45,29, 5个月以前发布,  科技园,32,2001,高
4718,69238,580,福田,佳兆业香瑞园二期  , 2室1厅 ,83.77, 南 , 其他,0,16,29, 5个月以前发布,  西丽,12,2008,中
4719,71826,530,福田,中海深圳湾畔花园  , 2室1厅 ,73.79, 北 , 其他 ,1,30,29, 3个月以前发布,  白石洲,32,2003,中
4720,48478,425,福田,龙辉花园  , 3室2厅 ,87.67, 南 , 其他 ,0,45,29, 4个月以前发布,  西丽,7,1998,中
4721,69305,508,福田,金钟大厦  , 2室2厅 ,73.3, 东南 , 简装 ,1,13,29, 2个月以前发布,  南山中心,30,2003,中
4722,78601,840,福田,假日湾  , 3室2厅 ,106.87, 北 , 精装 ,1,44,29, 6个月以前发布,  华侨城,28,2004,高
4723,74091,489,福田,西海明珠花园  , 2室1厅 ,66, 西北 , 精装 ,1,30,29, 2个月以前发布,  南头,29,2004,高
4724,48136,745,福田,华彩花园  , 4室2厅 ,154.77, 西南 , 其他 ,1,53,28, 7个月以前发布,  蛇口,30,1994,中
4725,98819,1330,福田,天骄华庭  , 4室1厅 ,134.59, 东南 , 精装 ,1,64,28, 9个月以前发布,  蛇口,16,2003,低
4726,66941,800,福田,阳光棕榈园三期  , 3室2厅 ,119.51, 南 , 其他,0,34,28, 1个月以前发布,  前海,11,2003,中
4727,70542,670,福田,信和自由广场  , 3室2厅 ,94.98, 东南 , 精装 ,1,34,28, 5个月以前发布,  后海,24,2006,中
4728,48805,500,福田,愉康大厦  , 3室1厅 ,102.45, 西北 , 其他 ,1,9,28, 8个月以前发布,  南头,31,1997,中
4729,72164,1200,福田,美庐锦园  , 4室2厅 ,166.29, 东 南 西 , 简装 ,1,33,28, 一年前发布,  红树湾,32,2001,高
4730,49177,430,福田,钜建大厦  , 3室1厅 ,87.44, 西北 , 其他 ,1,41,28, 8个月以前发布,  后海,24,1994,低
4731,11924,3600,福田,京基御景东方东堤园  , 4室2厅 ,301.9, 西南 , 精装 ,1,13,28, 一年前发布,  红树湾,24,2007,中
4732,96638,730,福田,后海花半里雅居  , 2室1厅 ,75.54, 南 , 精装 ,1,63,28, 6个月以前发布,  蛇口,22,2006,中
4733,51740,540,福田,宝珠花园  , 4室1厅 ,104.37, 北 , 其他 ,1,81,28, 一年前发布,  西丽,11,2000,低
4734,73624,520,福田,阳光棕榈园二期  , 2室2厅 ,70.63, 北 , 精装 ,1,100,28, 一年前发布,  前海,10,2003,高
4735,10027,1140,福田,海境界家园一期  , 3室2厅 ,113.69, 东 , 其他 ,1,34,28, 8个月以前发布,  蛇口,32,2012,高
4736,62984,480,福田,中新街社区  , 2室2厅 ,76.21, 南 , 简装,0,24,28, 7个月以前发布,  华侨城,6,1988,中
4737,86784,765,福田,首地容御  , 2室1厅 ,88.15, 东南 , 其他,0,5,28, 2个月以前发布,  华侨城,30,2011,高
4738,10859,2400,福田,中信红树湾南区  , 4室2厅 ,221, 东南 , 精装 ,1,16,28, 1个月以前发布,  红树湾,31,2006,低
4739,85743,940,福田,蔚蓝海岸2期  , 3室1厅 ,109.63, 东 北 , 精装 ,1,94,28, 一年前发布,  后海,28,2003,高
4740,71394,290,福田,新德家园  , 1室1厅 ,40.62, 南 , 简装 ,1,7,28, 2个月以前发布,  前海,32,2006,低
4741,66315,540,福田,中旅广场  , 2室2厅 ,81.43, 南 , 简装 ,1,43,28, 5个月以前发布,  华侨城,18,1997,高
4742,10480,1200,福田,观海台  , 3室2厅 ,114.5, 南 北 , 精装 ,1,65,28, 5个月以前发布,  后海,9,2002,低
4743,13998,2500,福田,波托菲诺纯水岸十六期  , 3室2厅 ,178.59, 南 , 精装 ,1,9,27, 6个月以前发布,  华侨城,29,2013,高
4744,49613,710,福田,后海花园  , 4室2厅 ,143.11, 南 , 其他 ,1,50,27, 9个月以前发布,  后海,25,2002,中
4745,68268,145,福田,仓前锦福苑  , 1室0厅 ,21.24, 南 , 精装 ,1,80,27, 9个月以前发布,  南头,18,2001,高
4746,60902,700,福田,前海花园三期  , 4室1厅 ,114.94, 南 , 精装 ,1,58,27, 4个月以前发布,  前海,17,2004,中
4747,74640,425,福田,四季丽晶  , 2室1厅 ,56.94, 北 , 其他 ,1,49,27, 5个月以前发布,  南头,28,2011,中
4748,96806,1188,福田,蔚蓝海岸3期  , 3室2厅 ,122.72, 南 , 其他 ,1,35,27, 7个月以前发布,  后海,18,2001,中
4749,74452,1300,福田,香山里  , 4室1厅 ,174.61, 东南 , 其他 ,1,28,27, 21天以前发布,  华侨城,33,2012,低
4750,53803,220,福田,荔馨村南山区  , 1室1厅 ,40.89, 北 , 其他,0,19,27, 4个月以前发布,  南头,7,1992,高
4751,71999,487,福田,东方银座公馆  , 2室2厅 ,67.64, 南 , 简装 ,1,81,27, 2个月以前发布,  前海,31,2011,低
4752,10815,830,福田,海怡东方花园  , 2室1厅 ,76.74, 北 , 简装,0,16,27, 2个月以前发布,  科技园,25,2003,中
4753,89234,765,福田,前海时代广场  , 2室1厅 ,85.73, 南 , 其他,0,17,27, 1个月以前发布,  前海,27,2016,中
4754,14947,700,福田,太古城南  , 2室1厅 ,46.83, 南 , 精装,0,78,27, 6个月以前发布,  深圳湾,30,2010,低
4755,71999,487,福田,东方银座公馆  , 2室2厅 ,67.64, 南 , 简装 ,1,81,27, 2个月以前发布,  前海,31,2011,低
4756,53160,445,福田,朗苑  , 2室2厅 ,83.71, 南 , 简装 ,1,56,27, 6个月以前发布,  西丽,16,2009,高
4757,53803,220,福田,荔馨村南山区  , 1室1厅 ,40.89, 北 , 其他,0,19,27, 4个月以前发布,  南头,7,1992,高
4758,51290,368,福田,桃源村一期  , 3室2厅 ,71.75, 东北 , 其他,0,20,27, 1个月以前发布,  西丽,7,1997,低
4759,12519,3500,福田,鲸山觐海  , 3室2厅 ,279.57, 南 , 简装 ,0,8,26, 一年前发布,  蛇口,1,2014,低
4760,10868,1580,福田,漾日湾畔  , 4室2厅 ,145.37, 南 北 , 其他 ,1,30,26, 6个月以前发布,  后海,28,2003,高
4761,11482,1410,福田,海怡东方花园  , 3室2厅 ,122.8, 南 北 , 精装 ,1,19,26, 7个月以前发布,  科技园,9,2003,中
4762,57223,330,福田,阳光海景豪苑  , 2室1厅 ,57.67, 西 , 简装 ,1,50,26, 3个月以前发布,  科技园,31,2002,中
4763,77807,860,福田,海印长城  , 3室2厅 ,110.53, 北 , 简装 ,1,34,26, 5个月以前发布,  南山中心,15,2002,中
4764,79371,1190,福田,半岛城邦花园二期  , 4室2厅 ,149.93, 西南 , 其他 ,1,28,26, 7个月以前发布,  蛇口,24,2009,低
4765,44921,260,福田,桃苑公寓  , 2室1厅 ,57.88, 南 , 精装 ,1,408,26, 一年前发布,  南头,16,1993,中
4766,84124,630,福田,海印长城  , 2室1厅 ,74.89, 北 , 简装 ,1,22,26, 5个月以前发布,  南山中心,22,2002,低
4767,11920,1950,福田,中信红树湾北区  , 3室2厅 ,163.59, 西南 , 精装,0,18,26, 1个月以前发布,  红树湾,31,2008,中
4768,66074,475,福田,南荔苑  , 3室2厅 ,71.89, 南 , 其他,0,116,26, 8个月以前发布,  南山中心,18,2008,中
4769,59856,515,福田,塘朗城广场东区  , 2室1厅 ,86.04, 南 , 毛坯 ,1,36,26, 8个月以前发布,  大学城,32,2015,低
4770,10351,1990,福田,锦绣花园  , 4室2厅 ,192.24, 南 , 简装,0,1,26, 1个月以前发布,  华侨城,32,2003,高
4771,68283,600,福田,水木丹华  , 3室2厅 ,87.87, 西南 , 其他 ,1,54,26, 1个月以前发布,  大学城,30,2012,低
4772,76524,648,福田,美庐锦园  , 2室2厅 ,84.68, 南 , 精装,0,47,26, 5个月以前发布,  红树湾,19,2002,高
4773,93519,2300,福田,天鹅堡  , 4室2厅 ,245.94, 南 , 精装 ,1,35,26, 5个月以前发布,  华侨城,31,2002,高
4774,79693,425,福田,鼎太风华六期  , 2室1厅 ,53.33, 北 , 其他,0,76,26, 6个月以前发布,  前海,24,2009,中
4775,68430,295,福田,中润百分百公寓  , 1室1厅 ,43.11, 西 , 其他 ,1,1,26, 6个月以前发布,  南头,25,2001,中
4776,55367,780,福田,塘朗城广场东区  , 4室2厅 ,140.88, 北 , 毛坯 ,1,12,26, 3个月以前发布,  大学城,32,2015,低
4777,59049,370,福田,鸿洲新都  , 2室2厅 ,62.66, 北 , 简装 ,1,41,26, 4个月以前发布,  南头,18,2002,高
4778,58643,610,福田,海尚国际  , 3室2厅 ,104.02, 南 北 , 精装 ,1,40,26, 3个月以前发布,  蛇口,31,2005,中
4779,51034,358,福田,愉康大厦  , 2室1厅 ,70.15, 西南 , 简装,0,11,26, 1个月以前发布,  南头,31,1993,高
4780,55418,470,福田,前海明珠  , 3室2厅 ,84.81, 东南 , 其他 ,1,91,26, 7个月以前发布,  前海,20,2003,高
4781,69805,565,福田,桑泰丹华  , 3室2厅 ,80.94, 南 , 精装 ,1,61,26, 3个月以前发布,  大学城,16,2007,低
4782,58864,262,福田,新一代国际公寓  , 1室0厅 ,44.51, 东南 , 精装 ,1,17,26, 1个月以前发布,  后海,31,2004,低
4783,62768,220,福田,万象新园  , 1室0厅 ,35.05, 南 , 精装 ,1,42,26, 9个月以前发布,  南头,32,2000,中
4784,76484,1138,福田,南海玫瑰花园一期  , 4室2厅 ,148.79, 南 , 简装,0,40,26, 3个月以前发布,  蛇口,16,2003,低
4785,65853,550,福田,前海金岸  , 3室2厅 ,83.52, 东北 , 其他 ,1,127,25, 7个月以前发布,  南头,28,2008,低
4786,63730,635,福田,星海名城一期五组团  , 3室2厅 ,99.64, 东北 , 简装 ,1,32,25, 8个月以前发布,  前海,9,2001,中
4787,68990,695,福田,缤纷假日豪园  , 3室2厅 ,100.74, 南 , 其他 ,1,36,25, 7个月以前发布,  南山中心,20,2001,中
4788,10461,1330,福田,南海玫瑰花园二期  , 4室2厅 ,127.13, 南 北 , 其他,0,43,25, 9个月以前发布,  蛇口,18,2005,低
4789,76773,510,福田,诺德假日花园  , 2室1厅 ,66.43, 东南 , 其他 ,1,37,25, 1个月以前发布,  前海,29,2009,低
4790,65556,645,福田,俊峰丽舍  , 3室1厅 ,98.39, 东南 , 精装 ,1,31,25, 3个月以前发布,  西丽,18,2004,低
4791,64271,490,福田,中爱花园  , 2室1厅 ,76.24, 东南 , 其他,0,12,25, 4个月以前发布,  西丽,15,2004,低
4792,53828,578,福田,海尚国际  , 3室2厅 ,107.38, 西南 , 简装 ,1,39,25, 一年前发布,  蛇口,31,2004,低
4793,70242,410,福田,星海名城五期  , 2室2厅 ,58.37, 西北 , 其他 ,1,44,25, 一年前发布,  前海,32,2006,中
4794,62731,900,福田,阳光棕榈园二期  , 5室2厅 ,143.47, 北 , 简装 ,0,154,25, 一年前发布,  前海,6,2003,高
4795,89544,960,福田,浪琴屿花园  , 3室2厅 ,107.21, 东 , 简装 ,1,41,25, 3个月以前发布,  后海,11,2001,中
4796,74429,560,福田,招商名仕花园  , 2室1厅 ,75.24, 南 北 , 精装 ,0,40,25, 3个月以前发布,  后海,6,2002,中
4797,11036,1450,福田,华润城润府一期  , 4室2厅 ,131.38, 东北 , 其他,0,8,25, 1个月以前发布,  科技园,59,2016,高
4798,80435,1080,福田,世纪村一期  , 3室2厅 ,134.27, 西南 西北 , 其他,0,3,25, 2个月以前发布,  红树湾,19,2001,中
4799,11340,1320,福田,恒立听海花园  , 3室2厅 ,116.4, 西南 , 其他 ,1,28,25, 5个月以前发布,  科技园,18,2005,中
4800,76153,365,福田,四海公寓  , 2室1厅 ,47.93, 西 , 精装 ,1,16,25, 7个月以前发布,  蛇口,33,2009,中
4801,73947,1200,福田,香山里  , 3室2厅 ,162.28, 东南 , 精装 ,1,54,25, 7个月以前发布,  华侨城,32,2010,高
4802,10742,550,福田,麒麟花园  , 2室1厅 ,51.2, 东 , 精装 ,1,115,25, 8个月以前发布,  南头,12,2002,高
4803,62528,425,福田,塘朗雅苑  , 3室1厅 ,67.97, 西北 , 其他 ,1,99,25, 8个月以前发布,  西丽,12,2009,中
4804,95247,1030,福田,漾日湾畔  , 3室2厅 ,108.14, 西南 , 简装 ,1,53,25, 5个月以前发布,  后海,34,2004,中
4805,52503,450,福田,怡然天地居  , 3室1厅 ,85.71, 北 , 其他 ,1,95,25, 5个月以前发布,  西丽,6,2004,中
4806,72795,430,福田,星海名城五期  , 3室1厅 ,59.07, 西南 , 其他 ,1,20,25, 5个月以前发布,  前海,32,2006,低
4807,67087,405,福田,友邻公寓  , 2室1厅 ,60.37, 北 , 其他 ,1,22,25, 4个月以前发布,  南头,30,2006,低
4808,70024,210,福田,栖游家园  , 1室0厅 ,29.99, 西南 , 精装 ,1,65,24, 一年前发布,  蛇口,33,2013,低
4809,80984,830,福田,广博星海华庭  , 3室1厅 ,102.49, 东 , 其他 ,1,32,24, 7个月以前发布,  蛇口,18,2004,高
4810,99397,280,福田,城市印象  , 1室1厅 ,28.17, 北 , 其他 ,1,11,24, 5个月以前发布,  南山中心,18,2004,高
4811,70586,550,福田,海珠城  , 2室1厅 ,77.92, 北 , 其他 ,1,6,24, 4个月以前发布,  南山中心,22,1995,中
4812,12720,1250,福田,中信红树湾南区  , 1室2厅 ,98.27, 西南 , 精装 ,1,40,24, 一年前发布,  红树湾,32,2005,低
4813,10370,1550,福田,滨海之窗  , 4室2厅 ,149.46, 南 , 其他 ,1,24,24, 4个月以前发布,  后海,31,2004,中
4814,98724,1500,福田,海月花园三期  , 4室2厅 ,151.94, 东南 , 精装 ,1,13,24, 4个月以前发布,  蛇口,24,2009,高
4815,76247,520,福田,鼎太风华七期  , 2室1厅 ,68.2, 北 , 其他 ,1,13,24, 1个月以前发布,  前海,11,2009,中
4816,48049,400,福田,康乐大厦  , 3室2厅 ,83.25, 南 , 简装 ,1,28,24, 7个月以前发布,  南头,28,1996,低
4817,77080,380,福田,米兰公寓  , 2室1厅 ,49.3, 西南 , 其他 ,1,29,24, 7个月以前发布,  蛇口,18,2004,高
4818,75172,350,福田,四季丽晶  , 1室1厅 ,46.56, 南 , 其他 ,1,27,24, 7个月以前发布,  南头,28,2011,高
4819,54426,428,福田,宝珠花园  , 2室1厅 ,78.64, 南 , 其他 ,1,27,24, 2个月以前发布,  西丽,11,1999,中
4820,56350,710,福田,后海花园  , 5室2厅 ,126, 南 , 其他,0,45,24, 9个月以前发布,  后海,25,1996,高
4821,10778,2050,福田,百仕达红树西岸  , 4室2厅 ,190.19, 南 , 精装 ,1,11,24, 一年前发布,  红树湾,31,2005,低
4822,14998,3330,福田,中信红树湾南区  , 4室2厅 ,222.03, 东南 西北 , 其他,0,27,24, 1个月以前发布,  红树湾,31,2006,中
4823,69051,730,福田,绿海名都  , 3室1厅 ,105.72, 西南 西北 , 其他,0,2,24, 1个月以前发布,  前海,17,2004,中
4824,73660,540,福田,春树里  , 2室1厅 ,73.31, 东南 , 其他 ,1,15,24, 1个月以前发布,  蛇口,18,2006,中
4825,91918,870,福田,蔚蓝海岸1期  , 3室1厅 ,94.65, 东 西 , 其他 ,1,19,23, 8个月以前发布,  后海,12,2000,低
4826,14884,3000,福田,波托菲诺纯水岸一期  , 5室2厅 ,201.56, 南 , 精装 ,1,54,23, 一年前发布,  华侨城,9,2003,高
4827,61972,249,福田,心语雅园  , 1室1厅 ,40.18, 东南 , 简装 ,1,331,23, 一年前发布,  前海,18,2002,高
4828,64088,540,福田,荔枝苑  , 3室2厅 ,84.26, 南 , 简装 ,0,51,23, 一年前发布,  华侨城,7,1990,高
4829,73022,730,福田,招商名仕花园  , 3室2厅 ,99.97, 南 北 , 精装 ,0,46,23, 7个月以前发布,  后海,6,1997,低
4830,11651,2000,福田,半山海景兰溪谷二期  , 4室1厅 ,171.65, 南 , 其他,0,17,23, 7个月以前发布,  蛇口,23,2007,中
4831,93972,1300,福田,世纪村二期  , 4室2厅 ,138.34, 西北 , 精装 ,1,10,23, 3个月以前发布,  红树湾,17,2002,中
4832,66921,510,福田,郁金香家园  , 3室1厅 ,76.21, 南 , 其他 ,1,38,23, 4个月以前发布,  西丽,10,2005,中
4833,66233,1210,福田,阳光棕榈园三期  , 4室2厅 ,182.69, 南 北 , 其他,0,97,23, 9个月以前发布,  前海,9,2004,高
4834,70086,820,福田,海景花园  , 3室2厅 ,117, 南 , 其他 ,1,13,23, 4个月以前发布,  华侨城,32,1992,高
4835,85618,328,福田,新德家园  , 2室1厅 ,38.31, 北 , 其他 ,1,12,23, 3个月以前发布,  前海,32,2006,中
4836,95990,1350,福田,漾日湾畔  , 4室2厅 ,140.64, 南 , 精装 ,1,10,23, 7个月以前发布,  后海,33,2004,中
4837,66967,595,福田,水木华庭  , 3室2厅 ,88.85, 东北 , 简装 ,1,34,23, 5个月以前发布,  西丽,9,2002,低
4838,67466,980,福田,阳光棕榈园一期  , 4室1厅 ,145.26, 南 , 其他 ,1,32,23, 一年前发布,  前海,22,2003,低
4839,93035,800,福田,鸣溪谷  , 3室2厅 ,85.99, 东 , 其他 ,1,28,23, 一年前发布,  蛇口,8,2006,低
4840,10289,1200,福田,蔚蓝海岸3期  , 3室1厅 ,116.62, 东南 , 精装,0,18,23, 1个月以前发布,  后海,18,2003,中
4841,88398,1600,福田,首地容御  , 4室1厅 ,181, 东北 , 精装 ,1,7,23, 4个月以前发布,  华侨城,32,2011,高
4842,75274,625,福田,方鼎华庭  , 3室2厅 ,83.03, 南 北 , 其他,0,34,23, 2个月以前发布,  南头,9,2009,中
4843,71292,780,福田,缤纷假日豪园  , 3室2厅 ,109.41, 东南 , 其他 ,1,20,23, 2个月以前发布,  南山中心,18,2001,中
4844,67568,590,福田,佳兆业香瑞园二期  , 2室1厅 ,87.32, 南 , 其他 ,1,33,23, 5个月以前发布,  西丽,12,2008,低
4845,74138,950,福田,鼎太风华二期  , 3室1厅 ,128.14, 南 , 其他,0,19,23, 19天以前发布,  前海,11,2003,中
4846,10339,910,福田,华润城润府一期  , 3室2厅 ,88.01, 东北 , 其他,0,15,23, 1个月以前发布,  科技园,53,2016,低
4847,88398,1600,福田,首地容御  , 4室1厅 ,181, 东北 , 精装 ,1,7,23, 4个月以前发布,  华侨城,32,2011,高
4848,75018,430,福田,栖游家园  , 2室1厅 ,57.32, 东 , 其他,0,61,23, 7个月以前发布,  蛇口,33,2013,高
4849,75274,625,福田,方鼎华庭  , 3室2厅 ,83.03, 南 北 , 其他,0,34,23, 2个月以前发布,  南头,9,2009,中
4850,59312,400,福田,欧陆经典  , 2室2厅 ,67.44, 南 北 , 精装 ,0,43,23, 6个月以前发布,  西丽,6,2005,低
4851,61091,195,福田,友邻公寓  , 1室0厅 ,31.92, 北 , 其他 ,1,24,23, 6个月以前发布,  南头,30,2006,低
4852,12219,2800,福田,中信红树湾南区  , 4室2厅 ,229.15, 南 北 , 其他,0,22,23, 7个月以前发布,  红树湾,32,2006,中
4853,76205,1200,福田,博林天瑞  , 4室2厅 ,157.47, 东南 , 其他,0,19,23, 2个月以前发布,  大学城,48,2015,高
4854,67466,980,福田,阳光棕榈园一期  , 4室1厅 ,145.26, 南 , 其他 ,1,32,23, 一年前发布,  前海,22,2003,低
4855,93035,800,福田,鸣溪谷  , 3室2厅 ,85.99, 东 , 其他 ,1,28,23, 一年前发布,  蛇口,8,2006,低
4856,65695,680,福田,山水情家园  , 3室2厅 ,103.51, 东南 南 , 其他 ,1,15,23, 2个月以前发布,  前海,9,2001,低
4857,94123,695,福田,花园城三期  , 2室2厅 ,73.84, 南 , 精装,0,21,23, 17天以前发布,  蛇口,17,2004,高
4858,59027,325,福田,瑞景华庭  , 2室1厅 ,55.06, 西北 , 其他 ,1,63,22, 10个月以前发布,  前海,15,2002,低
4859,12763,2000,福田,中信红树湾南区  , 4室2厅 ,156.7, 西南 , 精装 ,1,20,22, 9个月以前发布,  红树湾,32,2005,高
4860,68028,780,福田,荔海楼  , 3室2厅 ,114.66, 西北 , 其他 ,1,32,22, 6个月以前发布,  华侨城,34,1997,低
4861,72843,1100,福田,香山里  , 3室2厅 ,151.01, 东南 , 其他 ,1,115,22, 一年前发布,  华侨城,33,2011,低
4862,89386,2000,福田,天鹅堡  , 3室2厅 ,223.75, 西南 , 精装 ,1,16,22, 一年前发布,  华侨城,17,2002,中
4863,56535,340,福田,瑞景华庭  , 2室1厅 ,60.14, 东南 , 简装 ,1,162,22, 一年前发布,  前海,15,2002,低
4864,12740,2200,福田,百仕达红树西岸  , 3室2厅 ,172.68, 东南 , 精装 ,1,7,22, 6个月以前发布,  红树湾,31,2005,中
4865,72321,950,福田,英伦名苑一期  , 3室2厅 ,131.36, 南 , 其他 ,0,34,22, 一年前发布,  科技园,6,2005,中
